"","hospital_pk","collection_week","state","ccn","hospital_name","address","city","zip","hospital_subtype","fips_code","is_metro_micro","total_beds_7_day_avg","all_adult_hospital_beds_7_day_avg","all_adult_hospital_inpatient_beds_7_day_avg","inpatient_beds_used_7_day_avg","all_adult_hospital_inpatient_bed_occupied_7_day_avg","inpatient_beds_used_covid_7_day_avg","total_adult_patients_hospitalized_confirmed_and_suspected_covid_7_day_avg","total_adult_patients_hospitalized_confirmed_covid_7_day_avg","total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_7_day_avg","total_pediatric_patients_hospitalized_confirmed_covid_7_day_avg","inpatient_beds_7_day_avg","total_icu_beds_7_day_avg","total_staffed_adult_icu_beds_7_day_avg","icu_beds_used_7_day_avg","staffed_adult_icu_bed_occupancy_7_day_avg","staffed_icu_adult_patients_confirmed_and_suspected_covid_7_day_avg","staffed_icu_adult_patients_confirmed_covid_7_day_avg","total_patients_hospitalized_confirmed_influenza_7_day_avg","icu_patients_confirmed_influenza_7_day_avg","total_patients_hospitalized_confirmed_influenza_and_covid_7_day_avg","total_beds_7_day_sum","all_adult_hospital_beds_7_day_sum","all_adult_hospital_inpatient_beds_7_day_sum","inpatient_beds_used_7_day_sum","all_adult_hospital_inpatient_bed_occupied_7_day_sum","inpatient_beds_used_covid_7_day_sum","total_adult_patients_hospitalized_confirmed_and_suspected_covid_7_day_sum","total_adult_patients_hospitalized_confirmed_covid_7_day_sum","total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_7_day_sum","total_pediatric_patients_hospitalized_confirmed_covid_7_day_sum","inpatient_beds_7_day_sum","total_icu_beds_7_day_sum","total_staffed_adult_icu_beds_7_day_sum","icu_beds_used_7_day_sum","staffed_adult_icu_bed_occupancy_7_day_sum","staffed_icu_adult_patients_confirmed_and_suspected_covid_7_day_sum","staffed_icu_adult_patients_confirmed_covid_7_day_sum","total_patients_hospitalized_confirmed_influenza_7_day_sum","icu_patients_confirmed_influenza_7_day_sum","total_patients_hospitalized_confirmed_influenza_and_covid_7_day_sum","total_beds_7_day_coverage","all_adult_hospital_beds_7_day_coverage","all_adult_hospital_inpatient_beds_7_day_coverage","inpatient_beds_used_7_day_coverage","all_adult_hospital_inpatient_bed_occupied_7_day_coverage","inpatient_beds_used_covid_7_day_coverage","total_adult_patients_hospitalized_confirmed_and_suspected_covid_7_day_coverage","total_adult_patients_hospitalized_confirmed_covid_7_day_coverage","total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_7_day_coverage","total_pediatric_patients_hospitalized_confirmed_covid_7_day_coverage","inpatient_beds_7_day_coverage","total_icu_beds_7_day_coverage","total_staffed_adult_icu_beds_7_day_coverage","icu_beds_used_7_day_coverage","staffed_adult_icu_bed_occupancy_7_day_coverage","staffed_icu_adult_patients_confirmed_and_suspected_covid_7_day_coverage","staffed_icu_adult_patients_confirmed_covid_7_day_coverage","total_patients_hospitalized_confirmed_influenza_7_day_coverage","icu_patients_confirmed_influenza_7_day_coverage","total_patients_hospitalized_confirmed_influenza_and_covid_7_day_coverage","previous_day_admission_adult_covid_confirmed_7_day_sum","previous_day_admission_adult_covid_confirmed_18.19_7_day_sum","previous_day_admission_adult_covid_confirmed_20.29_7_day_sum","previous_day_admission_adult_covid_confirmed_30.39_7_day_sum","previous_day_admission_adult_covid_confirmed_40.49_7_day_sum","previous_day_admission_adult_covid_confirmed_50.59_7_day_sum","previous_day_admission_adult_covid_confirmed_60.69_7_day_sum","previous_day_admission_adult_covid_confirmed_70.79_7_day_sum","previous_day_admission_adult_covid_confirmed_80._7_day_sum","previous_day_admission_adult_covid_confirmed_unknown_7_day_sum","previous_day_admission_pediatric_covid_confirmed_7_day_sum","previous_day_covid_ED_visits_7_day_sum","previous_day_admission_adult_covid_suspected_7_day_sum","previous_day_admission_adult_covid_suspected_18.19_7_day_sum","previous_day_admission_adult_covid_suspected_20.29_7_day_sum","previous_day_admission_adult_covid_suspected_30.39_7_day_sum","previous_day_admission_adult_covid_suspected_40.49_7_day_sum","previous_day_admission_adult_covid_suspected_50.59_7_day_sum","previous_day_admission_adult_covid_suspected_60.69_7_day_sum","previous_day_admission_adult_covid_suspected_70.79_7_day_sum","previous_day_admission_adult_covid_suspected_80._7_day_sum","previous_day_admission_adult_covid_suspected_unknown_7_day_sum","previous_day_admission_pediatric_covid_suspected_7_day_sum","previous_day_total_ED_visits_7_day_sum","previous_day_admission_influenza_confirmed_7_day_sum","geocoded_hospital_address","hhs_ids","previous_day_admission_adult_covid_confirmed_7_day_coverage","previous_day_admission_pediatric_covid_confirmed_7_day_coverage","previous_day_admission_adult_covid_suspected_7_day_coverage","previous_day_admission_pediatric_covid_suspected_7_day_coverage","previous_week_personnel_covid_vaccinated_doses_administered_7_day","total_personnel_covid_vaccinated_doses_none_7_day","total_personnel_covid_vaccinated_doses_one_7_day","total_personnel_covid_vaccinated_doses_all_7_day","previous_week_patients_covid_vaccinated_doses_one_7_day","previous_week_patients_covid_vaccinated_doses_all_7_day"
"4562","471304","2022/01/07","VT","471304","NORTH COUNTRY HOSPITAL AND HEALTH CENTER","189 PROUTY DRIVE","NEWPORT",5855,"Critical Access Hospitals",50019,"false",35,35,25,15.7,15.7,NA,NA,NA,0,0,25,0,0,0,0,0,0,0,0,0,245,245,175,110,110,7,NA,4,0,0,175,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,252,0,"POINT (-72.200838 44.954639)","[C471304-A]",7,7,7,7,0,76,514,0,0,0
"4563","470005","2022/01/07","VT","470005","RUTLAND REGIONAL MEDICAL CENTER","160 ALLEN ST","RUTLAND",5701,"Short Term",50021,"true",139,139,121.7,102.4,99.4,16,15.9,17.1,NA,NA,121.7,12,12,10.1,10.1,6.3,6.1,0,0,0,973,973,852,717,696,7,111,120,NA,NA,852,84,84,71,71,44,43,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,25,0,NA,NA,4,4,NA,7,4,0,NA,0,NA,0,0,0,0,NA,NA,0,0,0,0,620,0,"POINT (-72.956602 43.59909)","[C470005-A]",7,7,7,7,0,277,8,1462,0,0
"4564","470001","2022/01/07","VT","470001","CENTRAL VERMONT MEDICAL CENTER","BOX 547","BARRE",5641,"Short Term",50023,"true",119,119,89,70.9,70.9,6.9,6.9,6.6,0,0,89,14,14,10.6,10.6,NA,NA,0,0,0,833,833,623,496,496,7,48,46,0,0,623,98,98,74,74,22,20,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,10,0,NA,NA,NA,0,NA,4,NA,0,0,99,NA,0,0,0,0,0,0,NA,0,0,0,437,0,"","[C470001-A]",7,7,7,7,0,48,51,1474,0,0
"4565","470011","2022/01/07","VT","470011","BRATTLEBORO MEMORIAL HOSPITAL","17 BELMONT AVE","BRATTLEBORO",5301,"Short Term",50025,"false",54,44,21,16.1,16.1,NA,NA,NA,0,0,21,0,0,0,0,0,0,0,0,0,378,308,147,113,113,7,12,14,0,0,147,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,0,"POINT (-72.564624 42.842067)","[C470011-A]",7,7,7,7,295,116,20,562,357,0
"4566","471300","2022/01/07","VT","471300","GRACE COTTAGE HOSPITAL","PO BOX 216","TOWNSHEND",5353,"Critical Access Hospitals",50025,"false",19,19,19,8.9,8.9,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,133,133,133,62,62,7,0,0,0,0,133,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,73,0,"","[C471300-A]",7,7,7,7,0,13,NA,196,0,0
"4567","471306","2022/01/07","VT","471306","SPRINGFIELD HOSPITAL","PO BOX 2003","SPRINGFIELD",5156,"Critical Access Hospitals",50027,"true",38,38,25,10.7,10.7,NA,NA,NA,0,0,25,0,0,0,0,0,0,0,0,0,266,266,175,75,75,7,16,16,0,0,175,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,18,0,NA,NA,0,NA,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,0,"","[C471306-A]",7,7,7,7,0,29,5,369,0,0
"4568","471302","2022/01/07","VT","471302","MT ASCUTNEY HOSPITAL","289 COUNTY ROAD","WINDSOR",5089,"Critical Access Hospitals",50027,"true",35,35,35,30.7,30.7,NA,NA,NA,0,0,35,0,0,0,0,0,0,0,0,0,245,245,245,215,215,7,20,20,0,0,245,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,NA,0,0,0,NA,0,0,NA,NA,0,0,30,0,0,0,0,0,0,0,0,0,0,0,97,0,"POINT (-72.40091 43.487522)","[C471302-A]",7,7,7,7,140,61,53,500,199,126
"4569","490037","2022/01/07","VA","490037","RIVERSIDE SHORE MEMORIAL HOSPITAL","20480 MARKET STREET","ONANCOCK",23417,"Short Term",51001,"false",52,52,46,33.1,33.1,17.9,17.9,17.4,0,0,46,10,10,7,7,NA,NA,0,0,0,364,364,322,232,232,7,125,122,0,0,322,70,70,49,49,26,26,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,11,0,8,NA,0,0,0,NA,NA,0,0,206,25,0,6,7,0,0,0,7,5,0,0,436,0,"POINT (-75.720937 37.699712)","[C490037-A]",7,7,7,7,0,372,41,1824,25,26
"4570","490077","2022/01/07","VA","490077","SENTARA MARTHA JEFFERSON HOSPITAL","500 MARTHA JEFFERSON DRIVE","CHARLOTTESVILLE",22911,"Short Term",51003,"true",158,158,158,134.6,134.6,32,32,31.4,0,0,158,26,26,13.1,13.1,NA,NA,NA,0,0,1106,1106,1106,942,942,7,224,220,0,0,1106,182,182,92,92,15,15,NA,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,48,0,4,4,NA,7,9,11,11,0,0,141,20,0,0,NA,NA,NA,7,4,5,0,0,1016,NA,"POINT (-78.441853 38.023969)","[C490077-A]",7,7,7,7,11,262,3430,3500,0,0
"4571","490126","2022/01/07","VA","490126","LEWISGALE HOSPITAL ALLEGHANY","ONE ARH LANE - PO BOX 7","LOW MOOR",24457,"Short Term",51005,"false",120,120,110,34.1,34.1,7.3,7.3,7.3,0,0,110,10,10,6.3,6.3,NA,NA,0,0,0,840,840,770,239,239,7,51,51,0,0,770,70,70,44,44,26,26,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,10,0,0,0,0,NA,NA,6,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,318,0,"","[C490126-A]",7,7,7,7,NA,NA,NA,NA,NA,NA
"4572","490050","2022/01/07","VA","490050","VIRGINIA HOSPITAL CENTER","1701 NORTH GEORGE MASON DRIVE","ARLINGTON",22205,"Short Term",51013,"true",483,441,438,370.7,334.6,121.9,117.7,117.7,4.1,4.1,483,50.1,28.6,40,28.3,8,8,NA,0,0,1449,1323,3066,2595,2342,7,824,824,29,29,3381,351,200,280,198,56,56,NA,0,0,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,157,0,14,16,15,21,26,28,37,0,0,277,NA,0,0,0,0,0,NA,0,0,0,0,1097,0,"POINT (-77.128648 38.889069)","[C490050-A]",7,7,7,7,20,940,41,2497,64,165
"4573","490018","2022/01/07","VA","490018","AUGUSTA HEALTH","78 MEDICAL CENTER DRIVE","FISHERSVILLE",22939,"Short Term",51015,"true",NA,NA,188,175,175,40.1,40.1,40.1,0,0,188,12,12,12,12,5.6,5.6,0,0,NA,NA,NA,1316,1225,1225,7,281,281,0,0,1316,84,84,84,84,39,39,0,0,NA,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,65,NA,NA,NA,4,9,13,21,11,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1116,0,"POINT (-78.986764 38.093033)","[C490018-A]",7,7,7,7,0,56,3427,3427,92,91
"4574","491300","2022/01/07","VA","491300","BATH COMMUNITY HOSPITAL","106 PARK DRIVE- PO DRAWER Z","HOT SPRINGS",24445,"Critical Access Hospitals",51017,"false",25,25,25,8.3,8.3,NA,NA,NA,0,0,25,0,0,0,0,0,0,0,0,0,50,50,175,58,58,7,21,21,0,0,175,0,0,0,0,0,0,0,0,0,2,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,22,0,0,0,4,NA,6,4,7,0,0,13,0,0,0,0,0,0,0,0,0,0,0,62,0,"POINT (-79.831456 37.99298)","[C491300-A]",7,7,7,7,0,49,8,134,0,0
"4575","490088","2022/01/07","VA","490088","BEDFORD MEMORIAL HOSPITAL","1613 OAKWOOD STREET","BEDFORD",24523,"Short Term",51019,"true",59.6,59.6,29.6,25.6,25.6,NA,NA,NA,0,0,29.6,6,6,5.4,5.4,0,0,0,0,0,417,417,207,179,179,7,27,18,0,0,207,42,42,38,38,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,NA,0,0,0,0,0,0,NA,0,0,0,207,NA,0,0,NA,0,0,0,0,0,0,0,431,0,"POINT (-79.516415 37.351563)","[C490088-A]",7,7,7,7,NA,NA,NA,NA,NA,NA
"4576","490127","2022/01/07","VA","490127","BUCHANAN GENERAL HOSPITAL","1535 SLATE CREEK ROAD","GRUNDY",24614,"Short Term",51027,"false",36.5,36.5,23.7,23.1,23.1,NA,NA,NA,0,0,23.7,4.1,4.1,4,4,NA,NA,NA,0,0,146,146,166,162,162,7,23,23,0,0,166,29,29,28,28,NA,NA,NA,0,0,4,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,5,0,0,0,0,0,0,NA,NA,0,0,98,0,0,0,0,0,0,0,0,0,0,0,159,NA,"POINT (-82.068058 37.285445)","[C490127-A]",7,7,7,7,5,14,9,231,0,0
"4577","490116","2022/01/07","VA","490116","LEWISGALE HOSPITAL PULASKI","2400 LEE HIGHWAY","HILLSVILLE",24343,"Short Term",51035,"false",73,73,61,32.6,32.6,8,8,8,0,0,61,9,9,4.7,4.7,NA,NA,NA,NA,0,511,511,427,228,228,7,56,56,0,0,427,63,63,33,33,26,26,NA,NA,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,12,0,NA,0,0,0,4,5,NA,0,0,143,0,0,0,0,0,0,0,0,0,0,0,434,0,"POINT (-80.758102 37.069239)","[C490116-A]",7,7,7,7,NA,NA,NA,NA,NA,NA
"4578","490136","2022/01/07","VA","490136","BON SECOURS ST FRANCIS MEDICAL CENTER","13710 ST FRANCIS BOULEVARD","MIDLOTHIAN",23114,"Short Term",51041,"true",273.4,193.3,137.3,119.1,107.6,33.3,33.3,32.9,0,0,137.3,12.1,12.1,10.4,10.4,4.4,4.4,0,0,0,1914,1353,961,834,753,7,233,230,0,0,961,85,85,73,73,31,31,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,56,0,5,5,6,NA,15,11,12,0,0,36,58,0,6,5,6,NA,15,11,12,0,NA,895,0,"POINT (-77.659056 37.466398)","[C490136-A]",7,7,7,7,7,39,12,982,13,0
"4579","490112","2022/01/07","VA","490112","CJW MEDICAL CENTER","7101 JAHNKE ROAD","RICHMOND",23235,"Short Term",51041,"true",806.9,715.6,647.6,610.7,562.9,122.7,116.4,107.1,6.3,5.1,738.9,142,82,89.7,68.3,20.9,17.6,0,0,0,5648,5009,4533,4275,3940,7,815,750,44,36,5172,994,574,628,478,146,123,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,112,0,14,10,16,6,22,22,22,0,4,973,79,0,NA,NA,12,11,22,15,15,0,8,3113,0,"POINT (-77.524906 37.515831)","[C490112-A]",7,7,7,7,NA,NA,NA,NA,NA,NA
"4580","490019","2022/01/07","VA","490019","UVA CULPEPER MEDICAL CENTER","501 SUNSET LANE","CULPEPER",22701,"Short Term",51047,"true",98,98,98,54.7,52.3,25.6,25.6,25.1,0,0,98,6,6,5.9,5.9,5.3,5.3,0,0,0,686,686,686,383,366,7,179,176,0,0,686,42,42,41,41,37,37,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,25,0,NA,0,NA,4,6,6,4,0,0,270,0,0,0,0,0,0,0,0,0,0,0,694,0,"POINT (-78.011305 38.454848)","[C490019-A]",7,7,7,7,0,50,0,700,0,0
"4581","491303","2022/01/07","VA","491303","DICKENSON COMMUNITY HOSPITAL","312 HOSPITAL DRIVE","CLINTWOOD",24228,"Critical Access Hospitals",51051,"false",20,20,NA,NA,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,140,140,7,NA,NA,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,122,0,"POINT (-82.449334 37.159952)","[C491303-A]",7,7,7,7,0,0,0,0,0,0
"4582","490084","2022/01/07","VA","490084","VCU HEALTH TAPPAHANNOCK HOSPITAL","618 HOSPITAL ROAD","TAPPAHANNOCK",22560,"Short Term",51057,"false",37,37,31,21.9,21.9,18,18,17.3,0,0,31,7,7,4.6,4.6,4.1,4.1,0,0,0,259,259,217,153,153,7,126,121,0,0,217,49,49,32,32,29,29,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,6,0,0,0,0,0,0,4,NA,0,0,193,NA,0,0,0,0,0,0,NA,NA,0,0,327,0,"POINT (-76.877614 37.900668)","[C490084-A]",7,7,7,7,0,372,41,1824,25,26
"4583","490107","2022/01/07","VA","490107","RESTON HOSPITAL CENTER","1850 TOWN CENTER PARKWAY","RESTON",20190,"Short Term",51059,"true",290,269,236,176.1,165.3,39.7,39.7,35.7,0,0,257,40.1,28.3,36.1,25.9,9.3,8.7,0,0,0,2030,1883,1652,1233,1157,7,278,250,0,0,1799,281,198,253,181,65,61,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,61,0,NA,NA,NA,7,11,14,21,0,0,325,27,0,NA,NA,NA,NA,5,8,6,0,0,979,0,"POINT (-77.362704 38.961819)","[C490107-A]",7,7,7,7,NA,NA,NA,NA,NA,NA
"4584","490122","2022/01/07","VA","490122","INOVA MOUNT VERNON HOSPITAL","2501 PARKERS LANE","ALEXANDRIA",22306,"Short Term",51059,"true",232,232,232,164.1,164.1,54.7,54.6,46.1,NA,0,232,52,52,40.6,40.6,4.7,4.7,0,0,0,1624,1624,1624,1149,1149,7,382,323,NA,0,1624,364,364,284,284,33,33,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,32,0,NA,4,NA,5,6,7,7,0,0,36,24,0,NA,NA,NA,5,7,NA,4,0,0,1031,0,"POINT (-77.074675 38.740012)","[C490122-A]",7,7,7,7,8,11,5,927,0,0
"4585","490101","2022/01/07","VA","490101","INOVA FAIR OAKS HOSPITAL","3600 JOSEPH SIEWICK DRIVE","FAIRFAX",22033,"Short Term",51059,"true",186,186,186,132.9,132.9,51.4,49.9,44,NA,NA,186,23,23,21,21,4.3,4.3,0,0,0,1302,1302,1302,930,930,7,349,308,11,NA,1302,161,161,147,147,30,30,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,47,NA,NA,7,NA,5,10,12,8,0,NA,48,26,0,NA,4,NA,NA,4,5,8,0,NA,947,0,"POINT (-77.381085 38.885406)","[C490101-A]",7,7,7,7,42,4,NA,1098,0,0
"4586","490063","2022/01/07","VA","490063","INOVA FAIRFAX HOSPITAL","3300 GALLOWS ROAD","FALLS CHURCH",22042,"Short Term",51059,"true",929,707,781,760.7,591.7,245.6,226.6,196.9,19,16.3,929,152,127,130.3,111.1,24.4,20.9,0,0,0,6503,4949,5467,5325,4142,7,1586,1378,133,114,6503,1064,889,912,778,171,146,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,144,NA,20,18,16,22,16,25,24,0,22,192,97,0,4,8,7,14,19,9,36,0,29,3281,0,"POINT (-77.225833 38.857674)","[C490063-A]",7,7,7,7,100,137,81,20329,38,520
"4587","490023","2022/01/07","VA","490023","FAUQUIER HOSPITAL","500 HOSPITAL DRIVE","WARRENTON",20186,"Short Term",51061,"true",97,97,66,50.9,50.9,25.1,25.1,25.1,0,0,66,10,10,8.9,8.9,5,5,0,0,0,291,291,462,356,356,7,176,176,0,0,462,70,70,62,62,35,35,0,0,0,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,26,0,0,NA,NA,5,5,4,9,0,0,106,0,0,0,0,0,0,0,0,0,0,0,342,0,"POINT (-77.809345 38.711573)","[C490023-A]",7,7,7,7,0,0,0,0,0,0
"4588","490089","2022/01/07","VA","490089","CARILION FRANKLIN MEMORIAL HOSPITAL","180 FLOYD AVENUE","ROCKY MOUNT",24151,"Short Term",51067,"true",37,37,25,27,27,15,15,14.6,0,0,25,4,4,NA,NA,NA,NA,0,0,0,259,259,175,189,189,7,105,102,0,0,175,28,28,21,21,14,14,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,19,0,0,0,0,4,6,9,0,0,0,98,18,0,0,0,0,NA,8,6,NA,0,0,365,0,"POINT (-79.889813 36.994584)","[C490089-A]",7,7,7,7,NA,115,14,471,NA,NA
"4589","491302","2022/01/07","VA","491302","CARILION GILES COMMUNITY HOSPITAL","159 HARTLEY WAY","PEARISBURG",24134,"Critical Access Hospitals",51071,"true",33,33,25,16.9,16.9,8.4,8.4,8.4,0,0,25,4.4,4.4,4.3,4.3,NA,NA,0,0,0,231,231,175,118,118,7,59,59,0,0,175,31,31,30,30,18,18,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,10,0,0,0,NA,NA,NA,NA,NA,0,0,39,14,0,0,0,NA,0,5,5,NA,0,0,186,0,"POINT (-80.710747 37.332697)","[C491302-A]",7,7,7,7,NA,44,10,278,5,NA
"4590","490130","2022/01/07","VA","490130","RIVERSIDE WALTER REED HOSPITAL","7519 HOSPITAL ROAD","GLOUCESTER",23061,"Short Term",51073,"true",148,148,104,42,42,12.4,12.4,12.1,0,0,104,12,12,11.7,11.7,5.6,5.6,0,0,0,1036,1036,728,294,294,7,87,85,0,0,728,84,84,82,82,39,39,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,5,0,0,NA,0,0,0,NA,NA,0,0,254,12,0,0,NA,0,0,0,7,4,0,0,651,0,"POINT (-76.542157 37.420339)","[C490130-A]",7,7,7,7,0,372,41,1824,25,26
"4591","490013","2022/01/07","VA","490013","SENTARA HALIFAX REGIONAL HOSPITAL","2204 WILBORN AVENUE","SOUTH BOSTON",24592,"Short Term",51083,"false",81,81,81,39.4,39.4,12.9,12.9,12.9,0,0,81,12,12,8.9,8.9,4.3,4.3,0,0,0,567,567,567,276,276,7,90,90,0,0,567,84,84,62,62,30,30,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,10,0,NA,0,0,0,4,NA,NA,0,0,146,0,0,0,0,0,0,0,0,0,0,0,467,0,"POINT (-78.913002 36.713106)","[C490013-A]",7,7,7,7,NA,46,726,752,0,0
"4592","490069","2022/01/07","VA","490069","BON SECOURS MEMORIAL REGIONAL MEDICAL CENTER","8260 ATLEE ROAD","MECHANICSVILLE",23116,"Short Term",51085,"true",400.4,348.9,237.3,227.1,219.3,57.7,57.7,57.4,0,0,237.3,38.3,29,21.1,21.1,8.4,8.4,0,0,0,2803,2442,1661,1590,1535,7,404,402,0,0,1661,268,203,148,148,59,59,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,73,0,NA,4,6,4,22,14,20,0,0,54,75,0,4,4,6,4,22,15,20,0,0,1069,0,"POINT (-77.388102 37.629352)","[C490069-A]",7,7,7,7,6,83,19,1373,37,0
"4593","490059","2022/01/07","VA","490059","BON SECOURS ST MARYS HOSPITAL","5801 BREMO RD","RICHMOND",23226,"Short Term",51087,"true",634.6,466.4,384,331.9,291.9,81.7,81.4,80.7,NA,NA,444.4,67,36.9,35.6,32.3,11.3,11.3,0,0,0,4442,3265,2688,2323,2043,7,570,565,NA,NA,3111,469,258,249,226,79,79,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,114,NA,11,10,12,6,17,25,31,0,4,61,118,NA,12,10,12,6,18,25,32,0,5,1637,0,"POINT (-77.513364 37.584313)","[C490059-A]",7,7,7,7,4,38,25,2177,24,0
"4594","492009","2022/01/07","VA","492009","VIBRA HOSPITAL OF RICHMOND","2220 EDWARD HOLLAND DRIVE","RICHMOND",23230,"Long Term",51087,"true",60,60,60,43.4,43.4,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,180,180,420,304,304,7,0,0,0,0,420,0,0,0,0,0,0,0,0,0,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"POINT (-77.490027 37.590805)","[C492009-A]",7,7,7,7,0,0,0,0,0,0
"4595","490118","2022/01/07","VA","490118","HENRICO DOCTORS' HOSPITAL","1602 SKIPWITH ROAD","RICHMOND",23229,"Short Term",51087,"true",598,546,491,381.9,361.9,77.4,76.9,73.1,NA,NA,543,80,40,52.1,34.4,13.3,13,0,0,0,4186,3822,3437,2673,2533,7,538,512,4,NA,3801,560,280,365,241,93,91,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,92,0,NA,4,9,11,22,20,23,0,NA,604,15,NA,0,4,NA,NA,NA,NA,NA,0,NA,2300,0,"POINT (-77.537702 37.603156)","[C490118-A]",7,7,7,7,NA,NA,NA,NA,NA,NA
"4596","490066","2022/01/07","VA","490066","SENTARA WILLIAMSBURG REGIONAL MEDICAL CENTER","100 SENTARA CIRCLE","WILLIAMSBURG",23188,"Short Term",51095,"true",144,144,144,104.9,104.9,28.9,28.9,25.7,0,0,144,24,24,12.7,12.7,4.3,NA,4.6,NA,0,1008,1008,1008,734,734,7,202,180,0,0,1008,168,168,89,89,30,23,32,12,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,30,NA,NA,NA,5,NA,6,6,4,0,0,228,23,0,0,NA,NA,4,7,5,5,0,0,735,NA,"POINT (-76.742161 37.335033)","[C490066-A]",7,7,7,7,5,22,406,416,0,0
"4597","490143","2022/01/07","VA","490143","RIVERSIDE DOCTORS' HOSPITAL OF WILLIAMSBURG","1500 COMMONWEALTH AVENUE","WILLIAMSBURG",23185,"Short Term",51095,"true",70,70,40,28.4,28.4,9.4,9.4,9.3,0,0,40,7,7,5.6,5.6,NA,NA,NA,0,0,490,490,280,199,199,7,66,65,0,0,280,49,49,39,39,22,22,NA,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,4,0,NA,0,0,0,0,NA,NA,0,0,115,14,0,0,NA,0,0,0,8,5,0,0,408,NA,"POINT (-76.666831 37.251564)","[C490143-A]",7,7,7,7,0,372,41,1824,25,26
